Country,Position,Date,Song title,Song author
Japan,2,2020-10-03,Holy,Justin Bieber & Chance The Rapper
Japan,3,2020-10-03,WAP,Cardi B & Megan Thee Stallion
Japan,4,2020-10-03,Nobody's Love,Maroon 5
Japan,5,2020-10-03,OK Not To Be OK,Marshmello & Demi Lovato
Japan,6,2020-10-03,Whenever You Call,Arashi
Japan,7,2020-10-03,Ice Cream,Blackpink & Selena Gomez
Japan,8,2020-10-03,Laxed (Siren Beat),Jawsh 685
Japan,9,2020-10-03,Loyal Brave True,Christina Aguilera
Japan,10,2020-10-03,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,11,2020-10-03,Over Now,Calvin Harris & Weeknd
Japan,12,2020-10-03,Come & Go,Juice WRLD & Marshmello
Japan,13,2020-10-03,Kanzai Boya,Kinki Kids
Japan,14,2020-10-03,Rockstar,DaBaby & Roddy Ricch
Japan,15,2020-10-03,Blinding Lights,Weeknd
Japan,16,2020-10-03,Smile,Katy Perry
Japan,17,2020-10-03,Good Guy,SF9
Japan,18,2020-10-03,Campanella,Kenshi Yonezu
Japan,19,2020-10-03,Naked Heart,Aimyon
Japan,20,2020-10-03,Fanfare,Twice
Japan,1,2020-09-26,Dynamite,BTS
Japan,2,2020-09-26,WAP,Cardi B & Megan Thee Stallion
Japan,3,2020-09-26,Holy,Justin Bieber & Chance The Rapper
Japan,4,2020-09-26,Nobody's Love,Maroon 5
Japan,5,2020-09-26,Loyal Brave True,Christina Aguilera
Japan,6,2020-09-26,Ice Cream,Blackpink & Selena Gomez
Japan,7,2020-09-26,OK Not To Be OK,Marshmello & Demi Lovato
Japan,8,2020-09-26,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,9,2020-09-26,Whenever You Call,Arashi
Japan,10,2020-09-26,Come & Go,Juice WRLD & Marshmello
Japan,11,2020-09-26,Blinding Lights,Weeknd
Japan,12,2020-09-26,Laxed (Siren Beat),Jawsh 685
Japan,13,2020-09-26,Kanzai Boya,Kinki Kids
Japan,14,2020-09-26,Good Guy,SF9
Japan,15,2020-09-26,Over Now,Calvin Harris & Weeknd
Japan,16,2020-09-26,Rockstar,DaBaby & Roddy Ricch
Japan,17,2020-09-26,Smile,Katy Perry
Japan,18,2020-09-26,Fanfare,Twice
Japan,19,2020-09-26,Campanella,Kenshi Yonezu
Japan,20,2020-09-26,Naked Heart,Aimyon
Japan,1,2020-09-19,Dynamite,BTS
Japan,2,2020-09-19,Loyal Brave True,Christina Aguilera
Japan,3,2020-09-19,WAP,Cardi B & Megan Thee Stallion
Japan,4,2020-09-19,Nobody's Love,Maroon 5
Japan,5,2020-09-19,Come & Go,Juice WRLD & Marshmello
Japan,6,2020-09-19,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,7,2020-09-19,Ice Cream,Blackpink & Selena Gomez
Japan,8,2020-09-19,Over Now,Calvin Harris & Weeknd
Japan,9,2020-09-19,Be Kind,Marshmello & Halsey
Japan,10,2020-09-19,Blinding Lights,Weeknd
Japan,11,2020-09-19,Laxed (Siren Beat),Jawsh 685
Japan,12,2020-09-19,Kanzai Boya,Kinki Kids
Japan,13,2020-09-19,Naked Heart,Aimyon
Japan,14,2020-09-19,Take You Dancing,Jason Derulo
Japan,15,2020-09-19,Good Guy,SF9
Japan,16,2020-09-19,Fanfare,Twice
Japan,17,2020-09-19,Smile,Katy Perry
Japan,18,2020-09-19,Heartless,"Diplo, Thomas Wesley & Morgan Wallen"
Japan,19,2020-09-19,Rockstar,DaBaby & Roddy Ricch
Japan,20,2020-09-19,Campanella,Kenshi Yonezu
Japan,1,2020-09-12,Dynamite,BTS
Japan,2,2020-09-12,WAP,Cardi B & Megan Thee Stallion
Japan,3,2020-09-12,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,4,2020-09-12,Loyal Brave True,Christina Aguilera
Japan,5,2020-09-12,Be Kind,Marshmello & Halsey
Japan,6,2020-09-12,Come & Go,Juice WRLD & Marshmello
Japan,7,2020-09-12,Nobody's Love,Maroon 5
Japan,8,2020-09-12,Fanfare,Twice
Japan,9,2020-09-12,Kanzai Boya,Kinki Kids
Japan,10,2020-09-12,Blinding Lights,Weeknd
Japan,11,2020-09-12,Ice Cream,Blackpink & Selena Gomez
Japan,12,2020-09-12,Naked Heart,Aimyon
Japan,13,2020-09-12,Laxed (Siren Beat),Jawsh 685
Japan,14,2020-09-12,Good Guy,SF9
Japan,15,2020-09-12,Rockstar,DaBaby & Roddy Ricch
Japan,16,2020-09-12,Take You Dancing,Jason Derulo
Japan,17,2020-09-12,Campanella,Kenshi Yonezu
Japan,18,2020-09-12,Smile,Katy Perry
Japan,19,2020-09-12,Everyday,Mahina
Japan,20,2020-09-12,Heartless,"Diplo, Thomas Wesley & Morgan Wallen"
Japan,1,2020-09-05,Dynamite,BTS
Japan,2,2020-09-05,WAP,Cardi B & Megan Thee Stallion
Japan,3,2020-09-05,Kanzai Boya,Kinki Kids
Japan,4,2020-09-05,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,5,2020-09-05,Come & Go,Juice WRLD & Marshmello
Japan,6,2020-09-05,Fanfare,Twice
Japan,7,2020-09-05,Be Kind,Marshmello & Halsey
Japan,8,2020-09-05,Ice Cream,Blackpink & Selena Gomez
Japan,9,2020-09-05,Laxed (Siren Beat),Jawsh 685
Japan,10,2020-09-05,Blinding Lights,Weeknd
Japan,11,2020-09-05,Rockstar,DaBaby & Roddy Ricch
Japan,12,2020-09-05,Campanella,Kenshi Yonezu
Japan,13,2020-09-05,Nobody's Love,Maroon 5
Japan,14,2020-09-05,Take You Dancing,Jason Derulo
Japan,15,2020-09-05,Good Guy,SF9
Japan,16,2020-09-05,Naked Heart,Aimyon
Japan,17,2020-09-05,Everyday,Mahina
Japan,18,2020-09-05,Swingin',Love Psychedelico
Japan,19,2020-09-05,Heartless,"Diplo, Thomas Wesley & Morgan Wallen"
Japan,20,2020-09-05,Smile,Katy Perry
Japan,1,2020-08-29,WAP,Cardi B & Megan Thee Stallion
Japan,2,2020-08-29,Come & Go,Juice WRLD & Marshmello
Japan,3,2020-08-29,Kanzai Boya,Kinki Kids
Japan,4,2020-08-29,Be Kind,Marshmello & Halsey
Japan,5,2020-08-29,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,6,2020-08-29,Laxed (Siren Beat),Jawsh 685
Japan,7,2020-08-29,Nobody's Love,Maroon 5
Japan,8,2020-08-29,Fanfare,Twice
Japan,9,2020-08-29,Blinding Lights,Weeknd
Japan,10,2020-08-29,Take You Dancing,Jason Derulo
Japan,11,2020-08-29,Ur So F**kInG cOoL,Tones And I
Japan,12,2020-08-29,Rockstar,DaBaby & Roddy Ricch
Japan,13,2020-08-29,Naked Heart,Aimyon
Japan,14,2020-08-29,Campanella,Kenshi Yonezu
Japan,15,2020-08-29,Stuck With U,Ariana Grande & Justin Bieber
Japan,16,2020-08-29,Good Guy,SF9
Japan,17,2020-08-29,Swingin',Love Psychedelico
Japan,18,2020-08-29,Smile,Katy Perry
Japan,19,2020-08-29,Everyday,Mahina
Japan,20,2020-08-29,Heartless,"Diplo, Thomas Wesley & Morgan Wallen"
Japan,1,2020-08-22,WAP,Cardi B & Megan Thee Stallion
Japan,2,2020-08-22,Be Kind,Marshmello & Halsey
Japan,3,2020-08-22,Come & Go,Juice WRLD & Marshmello
Japan,4,2020-08-22,Kanzai Boya,Kinki Kids
Japan,5,2020-08-22,Laxed (Siren Beat),Jawsh 685
Japan,6,2020-08-22,Ur So F**kInG cOoL,Tones And I
Japan,7,2020-08-22,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,8,2020-08-22,Nobody's Love,Maroon 5
Japan,9,2020-08-22,Blinding Lights,Weeknd
Japan,10,2020-08-22,Good Guy,SF9
Japan,11,2020-08-22,Fanfare,Twice
Japan,12,2020-08-22,Rockstar,DaBaby & Roddy Ricch
Japan,13,2020-08-22,Stuck With U,Ariana Grande & Justin Bieber
Japan,14,2020-08-22,Naked Heart,Aimyon
Japan,15,2020-08-22,Swingin',Love Psychedelico
Japan,16,2020-08-22,Everyday,Mahina
Japan,17,2020-08-22,Last Mermaid...,Hey! Say! Jump
Japan,18,2020-08-22,Stand Up,Bullet Train
Japan,19,2020-08-22,Campanella,Kenshi Yonezu
Japan,20,2020-08-22,Heartless,"Diplo, Thomas Wesley & Morgan Wallen"
Japan,1,2020-08-15,Kanzai Boya,Kinki Kids
Japan,2,2020-08-15,Be Kind,Marshmello & Halsey
Japan,3,2020-08-15,Fanfare,Twice
Japan,4,2020-08-15,Cardigan,Taylor Swift
Japan,5,2020-08-15,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,6,2020-08-15,Blinding Lights,Weeknd
Japan,7,2020-08-15,Come & Go,Juice WRLD & Marshmello
Japan,8,2020-08-15,Laxed (Siren Beat),Jawsh 685
Japan,9,2020-08-15,Last Mermaid...,Hey! Say! Jump
Japan,10,2020-08-15,Good Guy,SF9
Japan,11,2020-08-15,Ur So F**kInG cOoL,Tones And I
Japan,12,2020-08-15,Rockstar,DaBaby & Roddy Ricch
Japan,13,2020-08-15,Everyday,Mahina
Japan,14,2020-08-15,Nobody's Love,Maroon 5
Japan,15,2020-08-15,Naked Heart,Aimyon
Japan,16,2020-08-15,Swingin',Love Psychedelico
Japan,17,2020-08-15,Stuck With U,Ariana Grande & Justin Bieber
Japan,18,2020-08-15,Campanella,Kenshi Yonezu
Japan,19,2020-08-15,Stand Up,Bullet Train
Japan,20,2020-08-15,Heartless,"Diplo, Thomas Wesley & Morgan Wallen"
Japan,1,2020-08-08,Cardigan,Taylor Swift
Japan,2,2020-08-08,Be Kind,Marshmello & Halsey
Japan,3,2020-08-08,Laxed (Siren Beat),Jawsh 685
Japan,4,2020-08-08,Good Guy,SF9
Japan,5,2020-08-08,Fanfare,Twice
Japan,6,2020-08-08,Naked Heart,Aimyon
Japan,7,2020-08-08,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,8,2020-08-08,Kanzai Boya,Kinki Kids
Japan,9,2020-08-08,Last Mermaid...,Hey! Say! Jump
Japan,10,2020-08-08,Swingin',Love Psychedelico
Japan,11,2020-08-08,Blinding Lights,Weeknd
Japan,12,2020-08-08,Rockstar,DaBaby & Roddy Ricch
Japan,13,2020-08-08,Stuck With U,Ariana Grande & Justin Bieber
Japan,14,2020-08-08,Ur So F**kInG cOoL,Tones And I
Japan,15,2020-08-08,Make You Happy,NiziU
Japan,16,2020-08-08,Stand Up,Bullet Train
Japan,17,2020-08-08,Roses,SAINt JHN
Japan,18,2020-08-08,Everyday,Mahina
Japan,19,2020-08-08,Heartless,"Diplo, Thomas Wesley & Morgan Wallen"
Japan,20,2020-08-08,How You Like That,BlackPink
Japan,1,2020-08-01,Be Kind,Marshmello & Halsey
Japan,2,2020-08-01,Laxed (Siren Beat),Jawsh 685
Japan,3,2020-08-01,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,4,2020-08-01,Fanfare,Twice
Japan,5,2020-08-01,Good Guy,SF9
Japan,6,2020-08-01,Last Mermaid...,Hey! Say! Jump
Japan,7,2020-08-01,Rockstar,DaBaby & Roddy Ricch
Japan,8,2020-08-01,Naked Heart,Aimyon
Japan,9,2020-08-01,Make You Happy,NiziU
Japan,10,2020-08-01,Kanzai Boya,Kinki Kids
Japan,11,2020-08-01,Roses,SAINt JHN
Japan,12,2020-08-01,Swingin',Love Psychedelico
Japan,13,2020-08-01,Stuck With U,Ariana Grande & Justin Bieber
Japan,14,2020-08-01,Blinding Lights,Weeknd
Japan,15,2020-08-01,How You Like That,BlackPink
Japan,16,2020-08-01,Ur So F**kInG cOoL,Tones And I
Japan,17,2020-08-01,Stand Up,Bullet Train
Japan,18,2020-08-01,Heartless,"Diplo, Thomas Wesley & Morgan Wallen"
Japan,19,2020-08-01,Everyday,Mahina
Japan,20,2020-08-01,Sour Candy,Lady Gaga & Blackpink
Japan,1,2020-07-25,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,2,2020-07-25,Be Kind,Marshmello & Halsey
Japan,3,2020-07-25,Last Mermaid...,Hey! Say! Jump
Japan,4,2020-07-25,Fanfare,Twice
Japan,5,2020-07-25,Make You Happy,NiziU
Japan,6,2020-07-25,Swingin',Love Psychedelico
Japan,7,2020-07-25,Laxed (Siren Beat),Jawsh 685
Japan,8,2020-07-25,Kanzai Boya,Kinki Kids
Japan,9,2020-07-25,Good Guy,SF9
Japan,10,2020-07-25,Rockstar,DaBaby & Roddy Ricch
Japan,11,2020-07-25,Stuck With U,Ariana Grande & Justin Bieber
Japan,12,2020-07-25,Naked Heart,Aimyon
Japan,13,2020-07-25,How You Like That,BlackPink
Japan,14,2020-07-25,Roses,SAINt JHN
Japan,15,2020-07-25,Sour Candy,Lady Gaga & Blackpink
Japan,16,2020-07-25,Stand Up,Bullet Train
Japan,17,2020-07-25,Everyday,Mahina
Japan,18,2020-07-25,Blinding Lights,Weeknd
Japan,19,2020-07-25,Heartless,"Diplo, Thomas Wesley & Morgan Wallen"
Japan,20,2020-07-25,Ur So F**kInG cOoL,Tones And I
Japan,1,2020-07-18,Fanfare,Twice
Japan,2,2020-07-18,Be Kind,Marshmello & Halsey
Japan,3,2020-07-18,Make You Happy,NiziU
Japan,4,2020-07-18,Last Mermaid...,Hey! Say! Jump
Japan,5,2020-07-18,Kanzai Boya,Kinki Kids
Japan,6,2020-07-18,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,7,2020-07-18,Good Guy,SF9
Japan,8,2020-07-18,Swingin',Love Psychedelico
Japan,9,2020-07-18,Rockstar,DaBaby & Roddy Ricch
Japan,10,2020-07-18,Naked Heart,Aimyon
Japan,11,2020-07-18,Laxed (Siren Beat),Jawsh 685
Japan,12,2020-07-18,Everyday,Mahina
Japan,13,2020-07-18,Roses,SAINt JHN
Japan,14,2020-07-18,Smile,Katy Perry
Japan,15,2020-07-18,How You Like That,BlackPink
Japan,16,2020-07-18,Stand Up,Bullet Train
Japan,17,2020-07-18,Stuck With U,Ariana Grande & Justin Bieber
Japan,18,2020-07-18,Sour Candy,Lady Gaga & Blackpink
Japan,19,2020-07-18,Heartless,"Diplo, Thomas Wesley & Morgan Wallen"
Japan,20,2020-07-18,Blinding Lights,Weeknd
Japan,1,2020-07-11,Last Mermaid...,Hey! Say! Jump
Japan,2,2020-07-11,Make You Happy,NiziU
Japan,3,2020-07-11,Naked Heart,Aimyon
Japan,4,2020-07-11,Be Kind,Marshmello & Halsey
Japan,5,2020-07-11,Good Guy,SF9
Japan,6,2020-07-11,Rockstar,DaBaby & Roddy Ricch
Japan,7,2020-07-11,Kanzai Boya,Kinki Kids
Japan,8,2020-07-11,Laxed (Siren Beat),Jawsh 685
Japan,9,2020-07-11,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,10,2020-07-11,Roses,SAINt JHN
Japan,11,2020-07-11,How You Like That,BlackPink
Japan,12,2020-07-11,Everyday,Mahina
Japan,13,2020-07-11,Swingin',Love Psychedelico
Japan,14,2020-07-11,Sour Candy,Lady Gaga & Blackpink
Japan,15,2020-07-11,Roxanne,Arizona Zervas
Japan,16,2020-07-11,Stand Up,Bullet Train
Japan,17,2020-07-11,Heartless,"Diplo, Thomas Wesley & Morgan Wallen"
Japan,18,2020-07-11,Stuck With U,Ariana Grande & Justin Bieber
Japan,19,2020-07-11,Blinding Lights,Weeknd
Japan,20,2020-07-11,Dance Monkey,Tones And I
Japan,1,2020-07-04,Kanzai Boya,Kinki Kids
Japan,2,2020-07-04,Rockstar,DaBaby & Roddy Ricch
Japan,3,2020-07-04,Be Kind,Marshmello & Halsey
Japan,4,2020-07-04,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,5,2020-07-04,Sour Candy,Lady Gaga & Blackpink
Japan,6,2020-07-04,Laxed (Siren Beat),Jawsh 685
Japan,7,2020-07-04,Yoru Ni Kakeru,Yoasobi
Japan,8,2020-07-04,Swingin',Love Psychedelico
Japan,9,2020-07-04,Stay Gold,BTS
Japan,10,2020-07-04,Blinding Lights,Weeknd
Japan,11,2020-07-04,Say So,Doja Cat
Japan,12,2020-07-04,Good Guy,SF9
Japan,13,2020-07-04,Stand Up,Bullet Train
Japan,14,2020-07-04,Stuck With U,Ariana Grande & Justin Bieber
Japan,15,2020-07-04,Roxanne,Arizona Zervas
Japan,16,2020-07-04,Dance Monkey,Tones And I
Japan,17,2020-07-04,Mazy Night,King & Prince
Japan,18,2020-07-04,Roses,SAINt JHN
Japan,19,2020-07-04,Heartless,"Diplo, Thomas Wesley & Morgan Wallen"
Japan,20,2020-07-04,The Bigger Picture,Lil Baby
Japan,1,2020-06-27,Kanzai Boya,Kinki Kids
Japan,2,2020-06-27,Rockstar,DaBaby & Roddy Ricch
Japan,3,2020-06-27,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,4,2020-06-27,Swingin',Love Psychedelico
Japan,5,2020-06-27,Yoru Ni Kakeru,Yoasobi
Japan,6,2020-06-27,Be Kind,Marshmello & Halsey
Japan,7,2020-06-27,Sour Candy,Lady Gaga & Blackpink
Japan,8,2020-06-27,Mazy Night,King & Prince
Japan,9,2020-06-27,Blinding Lights,Weeknd
Japan,10,2020-06-27,Laxed (Siren Beat),Jawsh 685
Japan,11,2020-06-27,Stuck With U,Ariana Grande & Justin Bieber
Japan,12,2020-06-27,Say So,Doja Cat
Japan,13,2020-06-27,Rain On Me,Lady Gaga & Ariana Grande
Japan,14,2020-06-27,Stay Gold,BTS
Japan,15,2020-06-27,Roses,SAINt JHN
Japan,16,2020-06-27,Dance Monkey,Tones And I
Japan,17,2020-06-27,Stand Up,Bullet Train
Japan,18,2020-06-27,Roxanne,Arizona Zervas
Japan,19,2020-06-27,Trollz,6ix9ine & Nicki Minaj
Japan,20,2020-06-27,Heartless,"Diplo, Thomas Wesley & Morgan Wallen"
Japan,1,2020-06-20,Yoru Ni Kakeru,Yoasobi
Japan,2,2020-06-20,Mazy Night,King & Prince
Japan,3,2020-06-20,Rockstar,DaBaby & Roddy Ricch
Japan,4,2020-06-20,Be Kind,Marshmello & Halsey
Japan,5,2020-06-20,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,6,2020-06-20,Swingin',Love Psychedelico
Japan,7,2020-06-20,Say So,Doja Cat
Japan,8,2020-06-20,Blinding Lights,Weeknd
Japan,9,2020-06-20,Sour Candy,Lady Gaga & Blackpink
Japan,10,2020-06-20,Rain On Me,Lady Gaga & Ariana Grande
Japan,11,2020-06-20,Laxed (Siren Beat),Jawsh 685
Japan,12,2020-06-20,Stuck With U,Ariana Grande & Justin Bieber
Japan,13,2020-06-20,Dance Monkey,Tones And I
Japan,14,2020-06-20,Time,Hikaru Utada
Japan,15,2020-06-20,Roses,SAINt JHN
Japan,16,2020-06-20,Wish On The Same Sky,Monsta X
Japan,17,2020-06-20,Heartless,"Diplo, Thomas Wesley & Morgan Wallen"
Japan,18,2020-06-20,Roxanne,Arizona Zervas
Japan,19,2020-06-20,Stand Up,Bullet Train
Japan,20,2020-06-20,Snow Jam,Rinne
Japan,1,2020-06-13,Yoru Ni Kakeru,Yoasobi
Japan,2,2020-06-13,Rain On Me,Lady Gaga & Ariana Grande
Japan,3,2020-06-13,Be Kind,Marshmello & Halsey
Japan,4,2020-06-13,Rockstar,DaBaby & Roddy Ricch
Japan,5,2020-06-13,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,6,2020-06-13,Toosie Slide,Drake
Japan,7,2020-06-13,Say So,Doja Cat
Japan,8,2020-06-13,Sour Candy,Lady Gaga & Blackpink
Japan,9,2020-06-13,Blinding Lights,Weeknd
Japan,10,2020-06-13,Swingin',Love Psychedelico
Japan,11,2020-06-13,TOP,Stray Kids
Japan,12,2020-06-13,Stuck With U,Ariana Grande & Justin Bieber
Japan,13,2020-06-13,Dance Monkey,Tones And I
Japan,14,2020-06-13,Laxed (Siren Beat),Jawsh 685
Japan,15,2020-06-13,Roxanne,Arizona Zervas
Japan,16,2020-06-13,Time,Hikaru Utada
Japan,17,2020-06-13,Roses,SAINt JHN
Japan,18,2020-06-13,Naked Heart,Aimyon
Japan,19,2020-06-13,Wish On The Same Sky,Monsta X
Japan,20,2020-06-13,Snow Jam,Rinne
Japan,1,2020-06-06,Yoru Ni Kakeru,Yoasobi
Japan,2,2020-06-06,Be Kind,Marshmello & Halsey
Japan,3,2020-06-06,Swingin',Love Psychedelico
Japan,4,2020-06-06,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,5,2020-06-06,Stuck With U,Ariana Grande & Justin Bieber
Japan,6,2020-06-06,Toosie Slide,Drake
Japan,7,2020-06-06,Rain On Me,Lady Gaga & Ariana Grande
Japan,8,2020-06-06,Say So,Doja Cat
Japan,9,2020-06-06,Blinding Lights,Weeknd
Japan,10,2020-06-06,Time,Hikaru Utada
Japan,11,2020-06-06,Dance Monkey,Tones And I
Japan,12,2020-06-06,Roses,SAINt JHN
Japan,13,2020-06-06,Daylight,Morfonica
Japan,14,2020-06-06,Love So Sweet,Arashi
Japan,15,2020-06-06,Laxed (Siren Beat),Jawsh 685
Japan,16,2020-06-06,Snow Jam,Rinne
Japan,17,2020-06-06,Wish On The Same Sky,Monsta X
Japan,18,2020-06-06,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,19,2020-06-06,Roxanne,Arizona Zervas
Japan,20,2020-06-06,Naked Heart,Aimyon
Japan,1,2020-05-30,Be Kind,Marshmello & Halsey
Japan,2,2020-05-30,Stuck With U,Ariana Grande & Justin Bieber
Japan,3,2020-05-30,Swingin',Love Psychedelico
Japan,4,2020-05-30,Laxed (Siren Beat),Jawsh 685
Japan,5,2020-05-30,Time,Hikaru Utada
Japan,6,2020-05-30,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,7,2020-05-30,Toosie Slide,Drake
Japan,8,2020-05-30,Say So,Doja Cat
Japan,9,2020-05-30,Snow Jam,Rinne
Japan,10,2020-05-30,Dance Monkey,Tones And I
Japan,11,2020-05-30,Blinding Lights,Weeknd
Japan,12,2020-05-30,3-2,HKT48
Japan,13,2020-05-30,Stupid Love,Lady Gaga
Japan,14,2020-05-30,Love So Sweet,Arashi
Japan,16,2020-05-30,Roses,SAINt JHN
Japan,17,2020-05-30,Roxanne,Arizona Zervas
Japan,18,2020-05-30,Ai Wo Shiru,Last Idol
Japan,19,2020-05-30,Wish On The Same Sky,Monsta X
Japan,20,2020-05-30,Naked Heart,Aimyon
Japan,1,2020-05-23,Stuck With U,Ariana Grande & Justin Bieber
Japan,2,2020-05-23,Time,Hikaru Utada
Japan,3,2020-05-23,I Love...,Official Hige Dandism
Japan,4,2020-05-23,Toosie Slide,Drake
Japan,5,2020-05-23,Swingin',Love Psychedelico
Japan,6,2020-05-23,Laxed (Siren Beat),Jawsh 685
Japan,7,2020-05-23,Be Kind,Marshmello & Halsey
Japan,8,2020-05-23,Snow Jam,Rinne
Japan,9,2020-05-23,Love So Sweet,Arashi
Japan,10,2020-05-23,Wish On The Same Sky,Monsta X
Japan,11,2020-05-23,Say So,Doja Cat
Japan,12,2020-05-23,Blinding Lights,Weeknd
Japan,13,2020-05-23,3-2,HKT48
Japan,14,2020-05-23,Dance Monkey,Tones And I
Japan,15,2020-05-23,Intentions,Justin Bieber & Quavo
Japan,16,2020-05-23,Roxanne,Arizona Zervas
Japan,17,2020-05-23,Stupid Love,Lady Gaga
Japan,18,2020-05-23,Naked Heart,Aimyon
Japan,19,2020-05-23,Ai Wo Shiru,Last Idol
Japan,20,2020-05-23,Roses,SAINt JHN
Japan,1,2020-05-16,Toosie Slide,Drake
Japan,2,2020-05-16,Time,Hikaru Utada
Japan,3,2020-05-16,I Love...,Official Hige Dandism
Japan,4,2020-05-16,Snow Jam,Rinne
Japan,5,2020-05-16,3-2,HKT48
Japan,6,2020-05-16,Laxed (Siren Beat),Jawsh 685
Japan,7,2020-05-16,Swingin',Love Psychedelico
Japan,8,2020-05-16,Be Kind,Marshmello & Halsey
Japan,9,2020-05-16,Blinding Lights,Weeknd
Japan,10,2020-05-16,Wish On The Same Sky,Monsta X
Japan,11,2020-05-16,Roxanne,Arizona Zervas
Japan,12,2020-05-16,Stupid Love,Lady Gaga
Japan,13,2020-05-16,Ai Wo Shiru,Last Idol
Japan,14,2020-05-16,Dance Monkey,Tones And I
Japan,15,2020-05-16,Say So,Doja Cat
Japan,16,2020-05-16,Memories,Maroon 5
Japan,17,2020-05-16,Intentions,Justin Bieber & Quavo
Japan,18,2020-05-16,Fallin' Flower,Seventeen
Japan,19,2020-05-16,Roses,SAINt JHN
Japan,20,2020-05-16,Naked Heart,Aimyon
Japan,1,2020-05-09,I Love...,Official Hige Dandism
Japan,2,2020-05-09,Toosie Slide,Drake
Japan,3,2020-05-09,Swingin',Love Psychedelico
Japan,4,2020-05-09,3-2,HKT48
Japan,5,2020-05-09,Blinding Lights,Weeknd
Japan,6,2020-05-09,Snow Jam,Rinne
Japan,7,2020-05-09,Laxed (Siren Beat),Jawsh 685
Japan,8,2020-05-09,Say So,Doja Cat
Japan,9,2020-05-09,Wish On The Same Sky,Monsta X
Japan,10,2020-05-09,Dance Monkey,Tones And I
Japan,11,2020-05-09,Stupid Love,Lady Gaga
Japan,12,2020-05-09,Hana Ni Bourei,Yorushika
